150918 163516.153|CONFIG|Thread-5|setFileHandlers|Now logging to D:\CONTEST2015\pc2-9.2.4\bin\logs directory.
150918 171454.820|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 171454.821|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 171455.116|INFO|Thread-41|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #659 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171455.116|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #659 ) recieveObject
150918 171455.116|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171455.117|INFO|Thread-41|dumpPacket|    To: TEAM1 @ site 1
150918 171455.117|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 171455.117|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--2603941742019047386
150918 171455.117|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 69 JUDGED1684819 ms from TEAM1 @ site 1 id Run--1023180553438578238
150918 171455.118|INFO|Thread-41|info|handlePacket start Packet[RUN_JUDGEMENT] #659 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171455.118|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #659 ) handlePacket
150918 171455.118|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171455.118|INFO|Thread-41|dumpPacket|    To: TEAM1 @ site 1
150918 171455.119|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 171455.119|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--2603941742019047386
150918 171455.119|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 69 JUDGED1684819 ms from TEAM1 @ site 1 id Run--1023180553438578238
150918 171455.133|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #661 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171455.133|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #661 ) recieveObject
150918 171455.133|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171455.133|INFO|Thread-42|dumpPacket|    To: TEAM1 @ site 1
150918 171455.134|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 QUEUED_FOR_COMPUTER_JUDGEMENT2202814 ms from TEAM1 @ site 1 id Run-3605962715088004575
150918 171455.134|INFO|Thread-42|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #661 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171455.134|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #661 ) handlePacket
150918 171455.134|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171455.134|INFO|Thread-42|dumpPacket|    To: TEAM1 @ site 1
150918 171455.134|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 QUEUED_FOR_COMPUTER_JUDGEMENT2202814 ms from TEAM1 @ site 1 id Run-3605962715088004575
150918 171456.050|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #661 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171458.522|INFO|Thread-41|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #659 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171923.790|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #875 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171923.790|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #875 ) recieveObject
150918 171923.790|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171923.791|INFO|Thread-43|dumpPacket|    To: TEAM1 @ site 1
150918 171923.791|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 171923.791|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--956983123822636575
150918 171923.791|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 JUDGED2202814 ms from TEAM1 @ site 1 id Run-3605962715088004575
150918 171923.792|INFO|Thread-43|info|handlePacket start Packet[RUN_JUDGEMENT] #875 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171923.792|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #875 ) handlePacket
150918 171923.792|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 171923.792|INFO|Thread-43|dumpPacket|    To: TEAM1 @ site 1
150918 171923.792|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 171923.793|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--956983123822636575
150918 171923.793|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 JUDGED2202814 ms from TEAM1 @ site 1 id Run-3605962715088004575
150918 172013.190|INFO|Thread-44|info| receiveObject(S) start got Packet[UPDATE_SETTING] #898 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 172013.190|INFO|Thread-44|dumpPacket|Packet UPDATE_SETTING (Seq #898 ) recieveObject
150918 172013.190|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 172013.190|INFO|Thread-44|dumpPacket|    To: TEAM1 @ site 1
150918 172013.191|INFO|Thread-44|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Zaedul Islam
150918 172013.192|INFO|Thread-44|info|handlePacket start Packet[UPDATE_SETTING] #898 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 172013.192|INFO|Thread-44|dumpPacket|Packet UPDATE_SETTING (Seq #898 ) handlePacket
150918 172013.193|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 172013.193|INFO|Thread-44|dumpPacket|    To: TEAM1 @ site 1
150918 172013.193|INFO|Thread-44|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Zaedul Islam
150918 172013.197|INFO|Thread-44|info|handlePacket end Packet[UPDATE_SETTING] #898 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 172013.197|INFO|Thread-44|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #898 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 174013.272|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #875 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 174044.020|INFO|Thread-45|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #992 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174044.020|INFO|Thread-45|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #992 ) recieveObject
150918 174044.021|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174044.022|INFO|Thread-45|dumpPacket|    To: SERVER0 @ site 0
150918 174044.022|INFO|Thread-45|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 1 ANSWERED from JUDGE1 @ site 1 at 62 id=Clarification-4261873280011751837
150918 174044.023|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174044.023|INFO|Thread-45|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Output may not be fitted into 32 bit integer.
150918 174044.024|INFO|Thread-45|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #992 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174044.024|INFO|Thread-45|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #992 ) handlePacket
150918 174044.025|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174044.025|INFO|Thread-45|dumpPacket|    To: SERVER0 @ site 0
150918 174044.025|INFO|Thread-45|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 1 ANSWERED from JUDGE1 @ site 1 at 62 id=Clarification-4261873280011751837
150918 174044.026|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174044.026|INFO|Thread-45|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Output may not be fitted into 32 bit integer.
150918 174122.040|INFO|Thread-45|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #992 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174153.684|INFO|Thread-46|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1001 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174153.684|INFO|Thread-46|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1001 ) recieveObject
150918 174153.685|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174153.685|INFO|Thread-46|dumpPacket|    To: SERVER0 @ site 0
150918 174153.685|INFO|Thread-46|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 3 ANSWERED from TEAM8 @ site 1 at 63 id=Clarification-6992991855777071376
150918 174153.686|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174153.686|INFO|Thread-46|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174153.686|INFO|Thread-46|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1001 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174153.686|INFO|Thread-46|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1001 ) handlePacket
150918 174153.687|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174153.687|INFO|Thread-46|dumpPacket|    To: SERVER0 @ site 0
150918 174153.687|INFO|Thread-46|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 3 ANSWERED from TEAM8 @ site 1 at 63 id=Clarification-6992991855777071376
150918 174153.687|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174153.688|INFO|Thread-46|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174156.416|INFO|Thread-47|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1004 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174156.417|INFO|Thread-47|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1004 ) recieveObject
150918 174156.417|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174156.417|INFO|Thread-47|dumpPacket|    To: SERVER0 @ site 0
150918 174156.418|INFO|Thread-47|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 4 ANSWERED from TEAM5 @ site 1 at 63 id=Clarification--4435256668883098741
150918 174156.418|INFO|Thread-47|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174156.418|INFO|Thread-47|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174156.418|INFO|Thread-47|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1004 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174156.418|INFO|Thread-47|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1004 ) handlePacket
150918 174156.419|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174156.419|INFO|Thread-47|dumpPacket|    To: SERVER0 @ site 0
150918 174156.419|INFO|Thread-47|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 4 ANSWERED from TEAM5 @ site 1 at 63 id=Clarification--4435256668883098741
150918 174156.419|INFO|Thread-47|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174156.420|INFO|Thread-47|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174159.223|INFO|Thread-48|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1006 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174159.223|INFO|Thread-48|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1006 ) recieveObject
150918 174159.224|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174159.224|INFO|Thread-48|dumpPacket|    To: SERVER0 @ site 0
150918 174159.224|INFO|Thread-48|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 5 ANSWERED from TEAM7 @ site 1 at 63 id=Clarification-1430379079024742394
150918 174159.224|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174159.225|INFO|Thread-48|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174159.225|INFO|Thread-48|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1006 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174159.225|INFO|Thread-48|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1006 ) handlePacket
150918 174159.225|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174159.226|INFO|Thread-48|dumpPacket|    To: SERVER0 @ site 0
150918 174159.226|INFO|Thread-48|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 5 ANSWERED from TEAM7 @ site 1 at 63 id=Clarification-1430379079024742394
150918 174159.226|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174159.226|INFO|Thread-48|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174201.650|INFO|Thread-49|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1008 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174201.650|INFO|Thread-49|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1008 ) recieveObject
150918 174201.650|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174201.651|INFO|Thread-49|dumpPacket|    To: SERVER0 @ site 0
150918 174201.651|INFO|Thread-49|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 6 ANSWERED from TEAM9 @ site 1 at 63 id=Clarification-8686463650627302359
150918 174201.651|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174201.651|INFO|Thread-49|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174201.652|INFO|Thread-49|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1008 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174201.652|INFO|Thread-49|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1008 ) handlePacket
150918 174201.652|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174201.652|INFO|Thread-49|dumpPacket|    To: SERVER0 @ site 0
150918 174201.653|INFO|Thread-49|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 6 ANSWERED from TEAM9 @ site 1 at 63 id=Clarification-8686463650627302359
150918 174201.653|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174201.653|INFO|Thread-49|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174216.752|INFO|Thread-49|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1008 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174217.416|INFO|Thread-48|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1006 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174217.799|INFO|Thread-47|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1004 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174217.967|INFO|Thread-46|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1001 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174220.720|INFO|Thread-50|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1012 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174220.720|INFO|Thread-50|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1012 ) recieveObject
150918 174220.721|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174220.721|INFO|Thread-50|dumpPacket|    To: SERVER0 @ site 0
150918 174220.721|INFO|Thread-50|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 7 ANSWERED from TEAM4 @ site 1 at 63 id=Clarification--1755156301832006752
150918 174220.721|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174220.721|INFO|Thread-50|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174220.722|INFO|Thread-50|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1012 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174220.722|INFO|Thread-50|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1012 ) handlePacket
150918 174220.722|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174220.722|INFO|Thread-50|dumpPacket|    To: SERVER0 @ site 0
150918 174220.723|INFO|Thread-50|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 7 ANSWERED from TEAM4 @ site 1 at 63 id=Clarification--1755156301832006752
150918 174220.723|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174220.723|INFO|Thread-50|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174223.294|INFO|Thread-51|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1014 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174223.294|INFO|Thread-51|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1014 ) recieveObject
150918 174223.295|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174223.295|INFO|Thread-51|dumpPacket|    To: SERVER0 @ site 0
150918 174223.295|INFO|Thread-51|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 8 ANSWERED from TEAM14 @ site 1 at 64 id=Clarification-8741962668919788417
150918 174223.299|INFO|Thread-51|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174223.299|INFO|Thread-51|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174223.299|INFO|Thread-51|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1014 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174223.300|INFO|Thread-51|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1014 ) handlePacket
150918 174223.300|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174223.300|INFO|Thread-51|dumpPacket|    To: SERVER0 @ site 0
150918 174223.300|INFO|Thread-51|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 8 ANSWERED from TEAM14 @ site 1 at 64 id=Clarification-8741962668919788417
150918 174223.301|INFO|Thread-51|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174223.301|INFO|Thread-51|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174254.632|INFO|Thread-51|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1014 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174255.303|INFO|Thread-50|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1012 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174301.133|INFO|Thread-52|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1019 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174301.135|INFO|Thread-52|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1019 ) recieveObject
150918 174301.137|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174301.139|INFO|Thread-52|dumpPacket|    To: SERVER0 @ site 0
150918 174301.141|INFO|Thread-52|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 9 ANSWERED from TEAM18 @ site 1 at 64 id=Clarification--7642296987345375777
150918 174301.142|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174301.142|INFO|Thread-52|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174301.142|INFO|Thread-52|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1019 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174301.143|INFO|Thread-52|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1019 ) handlePacket
150918 174301.143|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174301.143|INFO|Thread-52|dumpPacket|    To: SERVER0 @ site 0
150918 174301.143|INFO|Thread-52|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 9 ANSWERED from TEAM18 @ site 1 at 64 id=Clarification--7642296987345375777
150918 174301.143|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174301.144|INFO|Thread-52|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174303.723|INFO|Thread-53|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1021 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174303.723|INFO|Thread-53|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1021 ) recieveObject
150918 174303.723|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174303.724|INFO|Thread-53|dumpPacket|    To: SERVER0 @ site 0
150918 174303.724|INFO|Thread-53|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 10 ANSWERED from TEAM7 @ site 1 at 64 id=Clarification--1379992944042733177
150918 174303.724|INFO|Thread-53|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174303.724|INFO|Thread-53|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174303.724|INFO|Thread-53|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1021 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174303.725|INFO|Thread-53|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1021 ) handlePacket
150918 174303.725|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174303.725|INFO|Thread-53|dumpPacket|    To: SERVER0 @ site 0
150918 174303.725|INFO|Thread-53|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 10 ANSWERED from TEAM7 @ site 1 at 64 id=Clarification--1379992944042733177
150918 174303.725|INFO|Thread-53|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174303.726|INFO|Thread-53|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174306.976|INFO|Thread-54|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1023 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174306.978|INFO|Thread-54|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1023 ) recieveObject
150918 174306.979|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174306.979|INFO|Thread-54|dumpPacket|    To: SERVER0 @ site 0
